Name,Direct Link,Hashtags,Description,Pricing model,Coupon,Has Coupon,Has Free Trial,Realated Videos
Parentivity Bot,https://www.parentivity.in,"Self-Improvement, Chat","Parentivity: The ultimate parenting companion! Personalized advice, activities & learning modules. Integrating GPT-3 for real-time feedback. Chat feature for seamless use. Privacy-focused, secure & confidential.",Free,,FALSE,FALSE,
IntelliMail,https://www.intellimail.xyz,Productivity,"Intellimail is a free personal email assistant that helps users save time and increase productivity when writing emails. With Intellimail, users can generate perfectly crafted emails in seconds, eliminating the need to waste time manually writing emails.",Free,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FFnVovYFZCVE%3Fstart%3D6%26feature%3Doembed%26start%3D6&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DFnVovYFZCVE&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FFnVovYFZCVE%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
resumecheck.net,https://resumecheck.net,Self-Improvement,"This tool uses AI to check resumes for mistakes and typos, suggest corrections, optimize them for specific job roles and industries, and generate completely new sections that can be pasted into a resume. It also provides 20+ general recommendations and past experience corrections, full grammar corrections, personal skill adjustments, and resume structure adjustments.",Freemium,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FHsmOhW0dssg%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DHsmOhW0dssg&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FHsmOhW0dssg%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Second Brain,https://chrome.google.com/webstore/detail/second-brain/phhnfeeenkglecnilookffilboagfgkm,"Copywriting, Productivity","Second Brain is an AI-powered tool that can help you write better articles, emails, messages and more. It offers text generation based on a prompt, rephrasing existing text, and creating custom AI tasks. It uses the ""Davinci-003"" text model from OpenAI to generate text and rephrase existing text.",Freemium,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2Fr1QogjvnvVI%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3Dr1QogjvnvVI&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2Fr1QogjvnvVI%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
SermonGPT,https://www.sermongpt.com,Self-Improvement,"This tool generates a motivational Sunday service sermon in just a few seconds. By inputting a ""big idea,"" the tool will generate a sermon outline that includes an introduction, body, and conclusion.",Free,,FALSE,FALSE,
Water,https://drinkwater.ai,"Chat, Generative Code",Build your own custom workflows and ChatGPT bots with no-code.,Paid,,FALSE,TRUE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FGW8k76IGjp8%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DGW8k76IGjp8&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FGW8k76IGjp8%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Rose.ai,https://rose.ai,"Finance, Generative Code","Rose is a cloud data platform designed to help users find, engage, visualize and share data. It enables integration of external and internal data, with the ability to permission data for internal teams or third parties. It also provides infrastructure tools to clean, analyze, and visualize data in their web application and a data marketplace to preview, buy, and sell data.",Free,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FHG1UoRUACXQ%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DHG1UoRUACXQ&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FHG1UoRUACXQ%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
SpellBox,https://spellbox.app,Generative Code,"SpellBox is an artificial intelligence coding assistant tool that helps users solve their toughest programming problems in seconds. It is available for both Windows and macOS, and supports all languages. Users can buy a one-year license to access SpellBox and generate as much code as they need with AI.",Paid,,FALSE,TRUE,
Pebblely,https://pebblely.com,Generative Art,"Pebblely is an AI-powered product photography tool that enables users to quickly and easily create beautiful product photos with perfect lighting, reflections, and shadows. With Pebblely, users can generate multiple product photos in various settings, for different occasions, to grab shoppers' attention. It also removes backgrounds from images and comes with 10 default themes to get started.",Paid,,FALSE,TRUE,
Quinvio AI,https://www.quinv.io/ai,Generative Video,"Quinvio is an AI-powered video creation tool that helps users quickly create engaging videos. It allows users to write paragraphs with AI assistance, rephrase the video script with an intuitive editor, and pick an AI spokesperson to present the video. It can be used for microlearning, presentations, HR onboarding, and marketing purposes.",Freemium,,FALSE,FALSE,
Contlo.AI,https://contlo.ai,"Chat, Copywriting, Marketing","Contlo.AI is a personal AI marketer that provides end-to-end campaign management. It helps users create signup forms, generate subject lines, headers and CTAs, create text copies for SMS and email, schedule emails and SMS campaigns, create customer segments in plain English, upload and manage manual lists, manage social media posts, set goals and conversion targets, create and manage paid ads on FB and Google, write SEO-optimized blogs and marketing copies, and get business insights. It also allows users to experience the future of marketing by designing and sending an email campaign in just 5 minutes.",Price Unknown / Product Not Launched Yet,,FALSE,FALSE,
Paint by Text,https://paintbytext.chat,Generative Art,"InstructPix2Pix is an AI-powered tool that allows users to edit their photos using written instructions. It can be used to paint, replicate, and apply various changes to images.",Free,,FALSE,FALSE,
Artifact,https://artifact.news,Research,This tool is a personalized news feed driven by artificial intelligence.,Price Unknown / Product Not Launched Yet,,FALSE,FALSE,
AI Text Classifier (Open AI),https://platform.openai.com/ai-text-classifier,AI Detection,"The AI Text Classifier is a free tool that predicts how likely it is that a piece of text was generated by AI. The classifier is a fine-tuned GPT model that requires a minimum of 1,000 characters, and is trained on English content written by adults. It is intended to spark discussions on AI literacy, and is not always accurate. Users can submit their text to the classifier to get a result that is either very unlikely, unlikely, unclear if it is, possibly, or likely AI-generated. This is the offical OpenAI AI detection tool.",Free,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FRzua92dMkjQ%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DRzua92dMkjQ&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FRzua92dMkjQ%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
A.V. Mapping,https://avmapping.co/en,Music,"The A.V. Mapping tool provides an AI-powered platform to help filmmakers and musicians find suitable music for their projects. It uses AI algorithms and models to analyze video, text, and music content to recommend the most suitable music. It also provides features such as noise reduction, sound effects AI designer, and photo/image color card.",Paid,,FALSE,TRUE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FinKMTvfwRbo%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DinKMTvfwRbo&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FinKMTvfwRbo%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Brancher.ai,https://www.brancher.ai,Generative Code,"Brancher.ai is a platform that enables users to create powerful AI-powered apps without coding knowledge in a matter of minutes. It offers 100 free credits for users to get started, and provides them with the tools and features needed to build unique, sophisticated applications. Additionally, users can monetize and share their creations, allowing them to potentially earn from their work.",Paid,,FALSE,TRUE,
Dreamescape,https://apps.apple.com/app/id1664272484,For Fun,"DreamEscape is an app designed to help users explore and discover the hidden meanings and subconscious thoughts within their dreams, using state-of-the-art artificial intelligence. It features a dream journal, AI analysis, dream visualization, extra deep analysis, and the ability to copy text to the clipboard. It is designed for iPhone and requires iOS 16.0 or later.",Freemium,,FALSE,FALSE,
jibewith.com,https://www.jibewith.com,Copywriting,"JibeWith is an AI-powered platform that makes it easy to create online media content. It provides pre-configured post types, allowing users to quickly write content without the hassle of prompt engineering. It also allows users to customize their content to better align with their target audience, and to organize all their posts under separate projects. JibeWith offers a free trial with 20 credits.",Paid,,FALSE,TRUE,
